ListID,Name,FullName,CompanyName,ContactName,Email,Phone,AltPhone,Fax,BillAddress,BillCity,BillState,BillZip,BillCountry,ShipAddress,ShipCity,ShipState,ShipZip,ShipCountry,CustomerType,Terms,SalesRep,Balance,TotalBalance,CreditLimit,AccountNumber,ResaleNumber,VatNumber,TinNumber,IsVatRegistered,TaxItemRef,TaxCodeRef,IsActive,Notes
8000044D-1540882941,Electro Net,Electro Net,Electro Net,,,,,,"Electro Net, No.45/1, Ernet Place, , Laxsha Pathiya",Moratuwa.,,,,,,,,,,,AD,41400.00,41400.00,0,,,,,0,VAT15%,Tax,1,
80000508-1615878575,Elegant Knitting International,Elegant Knitting International,Elegant Knitting International,,,,,,"Elegant Knitting International, 03B Biyagama",Export Processing Zone,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
8000036C-1490774805,Elegent Knitting (Pvt) Ltd,Elegent Knitting (Pvt) Ltd,,,,,,,"Elegent Knitting (Pvt) Ltd, No 202, Canal Road, Elkanda , Handala",Wattala.,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,VAT15%,Tax,1,
80000318-1469590855,Elegent Media Solutions,Elegent Media Solutions,,,,,,,"Elegent Media Solutions, #341/1A Thalawathugoda Road",Kotte,,,,,,,,,,,AD,0.00,0.00,0,,,,,0,VAT15%,Tax,1,
800002AC-1424667122,Embassy Of Italy in Sri Lanka and Maldive,Embassy Of Italy in Sri Lanka and Maldive,Embassy Of Italy in Sri Lanka and Maldive,,,,,,"Embassy Of Italy in Sri Lanka and Maldive, No:55, Jawatta Road,",Colombo,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,...,1,
800004F6-1605078585,Embassy of The Republic of Indonesia,Embassy of The Republic of Indonesia,Embassy of The Republic of Indonesia,,,,,,"Embassy of The Republic of Indonesia, 400/50 Sarana Road, , Off Budhaloka Mawatha",Colombo 07.,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800002AE-1425015807,Empire Leather,Empire Leather,Empire Leather,,,,,,Empire Leather,,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,...,1,
8000052C-1709785158,Enash Global (Pvt) Ltd,Enash Global (Pvt) Ltd,,,,,,,"Enash Global (Pvt) Ltd, No 259/7/B/1, , Kadawala Road, Erauwala,",Pannipitiya.,,,,,,,,,,,AD,111510.00,111510.00,0,,,,,0,Non VAT,Non,1,
800004F1-1601891741,Enext technology (Pvt) Ltd,Enext technology (Pvt) Ltd,,,,,,,"Enext Technology (Pvt) Ltd, No-6/A, 3rd Land, , Pita Kotte,",kotte.,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
8000043B-1537350845,ENTEC COMPUTER SYSTEMS (PVT) LTD,ENTEC COMPUTER SYSTEMS (PVT) LTD,ENTEC COMPUTER SYSTEMS (PVT) LTD,,,,,,"ENTEC COMPUTER SYSTEMS (PVT) LTD, No.19 1/1, Buthgamuwa Road,",Gothatuwa New Town,,,,,,,,,End User,,AD,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800004A5-1567237814,Enterprise IT Solutions (Pvt) Ltd,Enterprise IT Solutions (Pvt) Ltd,,,,,,,"Enterprise IT Solutions (Pvt) Ltd, 32/2-2/1, Nandimitra Place",Colombo 06,,,,,,,,,,,,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000332-1477632335,Enterprise Technology (Pvt)Ltd,Enterprise Technology (Pvt)Ltd,,,,,,,"Enterprise Technology (Pvt)Ltd,  No 1 B, Dharmaraja Mawatha, , off Alfred House Avanue,",Colombo 03.,,,,,,,,,,,L,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800002A6-1419320121,Entrust & Title,Entrust & Title,Entrust & Title,,,,,,"Entrust & Title, 443/4, , Malwattha Road, , Nawala,",Rajagiriya.,,,,,,,,,,,E,0.00,0.00,0,,,,,0,Non VAT,...,1,
80000383-1495797207,Epro Technologies (Pvt) Ltd,Epro Technologies (Pvt) Ltd,Epro Technologies (Pvt) Ltd,,,,,,"Epro Office Solutions (Pvt) Ltd, 171/29, Koswatte Road, , Nawala,",Rajagiriya,,,,,,,,,,,L,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000067-1238680047,EPSI COMPUTERS,EPSI COMPUTERS,EPSI COMPUTERS,,,,,2372371,"EPSI COMPUTERS, 403 1/1 GALLE ROAD",COLOMBO 3.,,,,,,,,,,,,0.00,0.00,0,EPSI,,,,0,,,1,
80000187-1256786932,Estella - Sherwood,Estella - Sherwood,Estella Group of Companies Pvt. Ltd.,,estellagroup@gmail.com,2947376,,,"Estella Group of Companies Pvt. Ltd., 189/7 Asiri Uyana, , Kerawalapitiya,",Wattala.,,,,Estella Group of Companies Pvt. Ltd.,Wattala.,,,,,,,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
8000041A-1527481539,ETEL Solutions (Pvt) Ltd,ETEL Solutions (Pvt) Ltd,ETEL Solutions (Pvt) Ltd,,,,,,"ETEL Solutions (Pvt) Ltd, BQ 2/6, Matha Road,",Colombo 8,,,,,,,,,,,L,49500.00,49500.00,0,,,,,0,Non VAT,Tax,1,
8000035B-1487247874,Eternal Asia Lanka (Pvt) Ltd,Eternal Asia Lanka (Pvt) Ltd,,,,,,,"Eternal Asia Lanka (Pvt) Ltd, No :Unit 901G, 7 th Floor, Unity Plaza",Colombo 04,,,,,,,,,,,L,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000296-1410506802,Eureka Technology Partners (Pvt)Ltd,Eureka Technology Partners (Pvt)Ltd,Eureka Technology Partners (Pvt)Ltd,,,,,,"Eureka Technology Partners (Pvt)Ltd, 3rd Floor, , 321, , Galle Road,",Colombo 03,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,...,1,
8000047A-1554262915,Euro Asia Construction and Development (P,Euro Asia Construction and Development (P,Euro Asia Construction and Development (P,,,,,,"Euro Asia Construction, and Development (Pvt) Ltd, No.110 , Isipathana Mawatha",Colombo 5.,,,,,,,,,,,AD,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800003CE-1510634748,Evoke International (Pvt)Ltd,Evoke International (Pvt)Ltd,,,,,,,"Evoke International (Pvt)Ltd, No 120/A , Barnes Place , , Colombo 07",VAT No,,114649279-700,,,,,,,,,A,0.00,0.00,0,,,,,0,VAT15%,Tax,1,
8000025E-1385695526,EWIS Systems (Pvt) Ltd,EWIS Systems (Pvt) Ltd,EWIS Systems (Pvt) Ltd,,,0117720720,,,"EWIS Systems (Pvt) Ltd, Methodist Central Bldg, 2nd floor, , 252, Galle Road,",colombo 03,,,,,,,,,,,D,0.00,0.00,0,,,,,0,Non VAT,...,1,
800004E1-1595418139,Excello Developers (PVT) Ltd,Excello Developers (PVT) Ltd,Excello Developers (PVT) Ltd,,,,,,"Excello Developers (PVT) Ltd, No, 14, 37th Lane,",,14,,,,,,,,,,AD,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
8000006A-1238680048,EXPO AVIATION PVT LTD,EXPO AVIATION PVT LTD,EXPO AVIATION PVT LTD,,,2372134,,,"EXPO AVIATION PVT LTD, 466, GALLE ROAD,",COLOMBO 03.,,,,,,,,,,,,0.00,0.00,0,EXPO,,,,0,,,1,
800003BF-1507702303,Expo International (Pvt) Ltd.,Expo International (Pvt) Ltd.,Expo International (Pvt) Ltd.,,,,,,"Expo International (Pvt) Ltd., No. 10, Mile Post Avenue,",,Mile,,,,,,,,,,AD,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000066-1238680047,EXPO LANKA (PVT) LTD,EXPO LANKA (PVT) LTD,EXPO LANKA (PVT) LTD,,,,,,EXPO LANKA (PVT) LTD,,,,,,,,,,,,AD,0.00,0.00,0,EL,,,,0,,,1,
80000062-1238680047,EXPO LANKA COMMODOTIES,EXPO LANKA COMMODOTIES,EXPO LANKA COMMODOTIES,,,,,,EXPO LANKA COMMODOTIES,,,,,,,,,,,,,0.00,0.00,0,E,,,,0,,,1,
8000006B-1238680048,"EXPOLANKA HOLDINGS LTD.,","EXPOLANKA HOLDINGS LTD.,","EXPOLANKA HOLDINGS LTD.,",,,,,,"EXPOLANKA HOLDINGS LTD., , 83/4 DHARMAPALA MAWATHA",COLOMBO 7,,,,,,,,,,,,0.00,0.00,0,EXPO H,,,,0,,,1,
80000069-1238680048,EXPRESS NEWSPAPERS (CEYLON) LTD,EXPRESS NEWSPAPERS (CEYLON) LTD,EXPRESS NEWSPAPERS (CEYLON) LTD,,,2320881-3 / 5322700,,2327827 / 2439987,"EXPRESS NEWSPAPERS (CEYLON) LTD., , 185, Grandpass Road,",Colombo 14.,,,,,,,,,,Due on receipt,AD,0.00,0.00,0,EXPNEWS,,,,0,Non VAT,,1,
8000043F-1537953136,Exterme Computer Technologies Pvt Ltd,Exterme Computer Technologies Pvt Ltd,Exterme Computer Technologies Pvt Ltd,,,0372234370,,,"Extreme Computer Technologies Pvt Ltd, B12, MCK Super Market, , Perakumba Street",Kurunegala,,,,,,,,,,,L,0.00,0.00,0,,,,,0,VAT15%,Tax,1,
80000068-1238680048,EXTREME COMPUTERS,EXTREME COMPUTERS,EXTREME COMPUTERS,,,,,,"EXTREME COMPUTERS, NO. 291, D.S. SENANAYAKE STREET,",,D.S.,,,,,,,,,,,0.00,0.00,0,EX,,,,0,,,1,
80000333-1478068104,F T Soft (Pvt)Ltd,F T Soft (Pvt)Ltd,,,,,,,"F T Soft (Pvt) Ltd, No 91-4/1, , Galle Road,",Colombo 04.,,,,,,,,,,,A,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000386-1496636245,Fairfirst Insurance Limited,Fairfirst Insurance Limited,,,,,,,"Fairfirst Insurance Limited, No 33, St Michaels Road",,St,,,,,,,,,,A,220348.00,220348.00,0,,,,,0,Non VAT,Tax,1,
80000260-1386052007,Family Care Hospital (Pvt) Ltd,Family Care Hospital (Pvt) Ltd,Family Care Hospital (Pvt) Ltd,,,,,,"Family Care Hospital (Pvt) Ltd, Dr.Deepal Wijesooriya, Nagoda,",Kalutara.,,,,,,,,,,,D,0.00,0.00,0,,,,,0,Non VAT,...,1,
8000024C-1374564068,Fazaal Ceramics,Fazaal Ceramics,Fazaal Ceramics,,,,,,"Fazaal Ceramics, No:196/1, Nawala Road,",Nawala,,,,,,,,,,,AS,130025.00,130025.00,0,,,,,0,Non VAT,...,1,
800002BB-1433746037,Fazaal Hardware(Pvt)Ltd,Fazaal Hardware(Pvt)Ltd,Fazaal Hardware(Pvt)Ltd,,,,,,"Fazaal Hardware(Pvt)Ltd, No:37, Matara Road,",Galle.,,,,,,,,,,,AS,63250.00,63250.00,0,,,,,0,VAT15%,...,1,
80000173-1242199776,FCCISL,FCCISL,Fed. of Chambers of Commerce & Ind. of SL,,,,,,"Fed. of Chambers of Commerce & Ind. of SL, Level 3, 53, Vauxhall Lane,",,53,,,Fed. of Chambers of Commerce & Ind. of SL,,53,,,,Due on receipt,SS,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000121-1238680057,FERNANDO TELE SERVICES (PVT) LTD,FERNANDO TELE SERVICES (PVT) LTD,FERNANDO TELE SERVICES (PVT) LTD,,,,,,"FERNANDO TELE SERVICES (PVT) LTD, #63, GALLE JUNCTION, HEKITTA ROAD",WATTALA,,,,,,,,,,,,0.00,0.00,0,TELE,,,,0,,,1,
80000474-1553159682,Finco Technologies Pvt Ltd,Finco Technologies Pvt Ltd,Finco Technologies Pvt Ltd,,info@fintech.lk,,,,"Finco Technologies Pvt Ltd, No 16,",,5th Lane Galle Road,,Sri Lanka,,,,,,,,L,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000472-1553140665,Fineline Technology,Fineline Technology,Fineline Technology,,,,,,"Fineline Technology, 281/21D Samagi Mawatha, Kerawalapitiya Road","Hendala, Wattala",,,,,,,,,,,A,0.00,0.00,0,,,,,0,VAT15%,Tax,1,
800003A3-1503301984,Finlays Colombo Limited (Welisara),Finlays Colombo Limited (Welisara),,,,,,,"Finlays Colombo Limited, 309/6, Negombo Road, Welisara",VAt No,,124007798-700,,,,,,,,,L,0.00,0.00,0,,,,,0,VAT15%,Tax,1,
8000029C-1411723182,Finlays Colombo PLC,Finlays Colombo PLC,Finlays Colombo PLC,,,0114-25200,,,"Finlays Colombo Limited, No:186, , Vauxhall Street,",Colombo 02,,,,,,,,,,,L,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800004F2-1601977651,Firefist insurance Limited,Firefist insurance Limited,,,,,,,"Fairfirst Insurance Limited, No 33, St Michaels Road",,St,,,,,,,,,,A,0.00,0.00,0,,,,,0,,Tax,1,
80000392-1499418227,First Capital Holdings PLC,First Capital Holdings PLC,,,,,,,"First Capital Holdings PLC, No 02 Deal Place",Colombo 03,,,,,,,,,,,AD,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000259-1383192270,FITIS,FITIS,FITIS,,,,,,"FITIS, ,  65, 1st Floor, , Bartleet House,",Braybrooke Place,CO,,,,,,,,,,AS,0.00,0.00,0,,,,,0,VAT15%,...,1,
800001F4-1315905162,FKC Asia (pvt) Ltd,FKC Asia (pvt) Ltd,"FKC ASIA (PVT) LTD.,",,,,,,"FKC ASIA (PVT) LTD., , Sayuru Sewana, South wing, , 4th Floor, , Nawam Mawatha,",Colombo 02.,,,,,,,,,,Due on receipt,SS,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800004CA-1582195652,Flix11 (Private) Limited,Flix11 (Private) Limited,Flix11 (Private) Limited,,,,,,"Flix11 (Private) Limited, 753, Pannipitiya Road,",Battaramulla.,,,,,,,,,,,A,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
8000006E-1238680048,FOCUS NET CAFE,FOCUS NET CAFE,FOCUS NET CAFE,,,0777737672,,,"FOCUS NET CAFE, COLOMBO 06",,,,,,,,,,,,,0.00,0.00,0,FOCU,,,,0,,,1,
8000006F-1238680048,FOCUS TECHNOLOGY,FOCUS TECHNOLOGY,FOCUS TECHNOLOGY,,,,,,"FOCUS TECHNOLOGY, KANDY ROAD",NITTAMBUVA,,,,,,,,,,,,0.00,0.00,0,FOCUS,,,,0,,,1,
800004D7-1590560202,Fortress Developers (Pvt) Ltd,Fortress Developers (Pvt) Ltd,Fortress Developers (Pvt.) Ltd,,,,,,"Fortress Developers (Pvt) Ltd., 28 Galle Rd,",Dehiwala-Mount Lavinia,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
8000049C-1565334260,Foto First Colour Lab,Foto First Colour Lab,Foto First Colour Lab,,,,,,"Foto First Colour Lab, No. 51 Kurunegala",Colombo Road,,,,,,,,,,,AD,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
8000018C-1261395443,FPA,FPA,Family Planning Association of SL,,,,,,"Family Planning Association of SL, #37/27 Bullers Lane,",Colombo 07,,,,Family Planning Association of SL,Colombo 07,,,,,Due on receipt,dil,0.00,0.00,0,,,,,0,Non VAT,...,1,
8000000F-1237878817,FR,FR,,,,,,,,,,,,,,,,,,Due on receipt,AS,0.00,0.00,0,,,,,0,VAT,Tax,0,
8000006D-1238680048,FREIGHT CARE,FREIGHT CARE,FREIGHT CARE,,,,,,"FREIGHT CARE, 40A KUMARATHUNGE MUNIDASA MAWATHA",COLOMBO 3,,,,,,,,,,,,0.00,0.00,0,FC,,,,0,,,1,
80000252-1379063936,FRONTIER AUTOMOTIVES (PVT) LTD,FRONTIER AUTOMOTIVES (PVT) LTD,,,,,,,FRONTIER AUTOMOTIVES (PVT) LTD,,,,,,,,,,,,,0.00,0.00,0,,,,,0,,Tax,1,
80000071-1238680048,"FRONTIER AUTOMOTIVES (PVT) LTD.,","FRONTIER AUTOMOTIVES (PVT) LTD.,","FRONTIER AUTOMOTIVES (PVT) LTD.,",MR. YAPA,shamindra@frontierautomotive.com,"4715510,4720710",,"4518776, 4714511SR","FRONTIER AUTOMOTIVES (PVT) LTD., , 271, Galle Road,",Colombo 03.,,,,,,,,,,Due on receipt,AS,-4480.00,-4480.00,0,FRONTIER,,,,0,Non VAT,...,1,
800004C7-1581327866,FT Soft (Pvt) Ltd,FT Soft (Pvt) Ltd,FT Soft (Pvt) Ltd,,,,,,"FT Soft (Pvt) Ltd, 91- 4/1, Galle Road,",Colombo 04,,,,,,,,,,,A,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800003C7-1509362630,Fujitec Lanka (Pvt)Ltd,Fujitec Lanka (Pvt)Ltd,,,,,,,"Fujitec Lanka (Pvt)Ltd,  No 24/1, ,  Dudley Senanayaka Mawatha, , Colombo 08.",VAT,,174016887-700,,,,,,,,,L,0.00,0.00,0,,,,,0,VAT15%,Tax,1,
80000072-1238680048,FUSIS,FUSIS,FUSIS,,,,,,"FUSIS, 7 FLOWER AVENUE",COLOMBO 7,,,,,,,,,,,,0.00,0.00,0,FUSIS,,,,0,,,1,
80000524-1631916919,GAC Shipping Ltd,GAC Shipping Ltd,,,,,,,"GAC Shipping Ltd, 284 Vauxhall St,",Colombo 02,,,,,,,,,,,A,47980.00,47980.00,0,,,,,0,,Tax,1,
800002D0-1442460476,Galle Face Hotel,Galle Face Hotel,Galle Face Hotel,,,,,,"Galle Face Hotel, No:2, , Galle Road,",Colombo 03,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,NBT 1%,Tax,1,
80000073-1238680048,GAMAGE.COM,GAMAGE.COM,GAMAGE.COM,,,2769180 / 1,,,"GAMAGE.COM, 30/C S De S JAYASINGHE MAWATHA, KALUBOWILA",DEHIWELA,,,,,,,,,,,,0.00,0.00,0,GAM,,,,0,,,1,
80000074-1238680048,GAMINI,GAMINI,GAMINI,,,,,,GAMINI,,,,,,,,,,,,,0.00,0.00,0,GAMINI,,,,0,,,1,
80000305-1460114203,Gateway Technologies,Gateway Technologies,Gateway Technologies,,,0115-945593,,,"Gateway Technologies, No:48/4, , Kandy Road,",Kiribathgoda.,,,,,,,,,,,AD,0.00,0.00,0,,,,,0,Non VAT,...,1,
8000027E-1396593052,Gennext (Pvt)Ltd,Gennext (Pvt)Ltd,,,,,,,"Gennext (Pvt)Ltd, #117, Inner Flower Road,",,Inner,,,,,,,,,,AS,0.00,0.00,0,,,,,0,,...,1,
8000041B-1527484238,George Steuart Optimize Pvt Ltd,George Steuart Optimize Pvt Ltd,George Steuart Optimize Pvt Ltd,,,,,,"George Steuart Optimize Pvt Ltd, 439, Galle Road,",Colombo 03,,,,George Steuart Optimize Pvt Ltd,Colombo 03,,,,,,L,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000188-1257752751,Gestetner PS,Gestetner PS,Gestetner Printing Services Pvt Ltd,,,2323826,,,"Gestetner Printing Services Pvt Ltd, 248 Vauxhall Street",Colombo 02,,,,Gestetner Printing Services Pvt Ltd,Colombo 02,,,,,Due on receipt,SS,0.00,0.00,0,,,,,0,VAT,Tax,1,
80000076-1238680048,GHANAM INTERNET CAFE,GHANAM INTERNET CAFE,GHANAM INTERNET CAFE,,,,,,"GHANAM INTERNET CAFE, 106A, GALLE ROAD,",COLOMBO 06.,,,,,,,,,,,,0.00,0.00,0,GHANAM,,,,0,,,1,
80000278-1395213898,GHIM LI LANKA (PVT)LTD,GHIM LI LANKA (PVT)LTD,GHIM LI LANKA (PVT)LTD,,,091-5453401,,091-5453409,"GHIM LI LANKA (PVT)LTD, 77A-83, , Akuressa Road,",Galle,,,,,,,,,,,AS,0.00,0.00,0,,,,,0,NBT 1%,Tax,1,
800002E2-1449469961,GIH Capital,GIH Capital,GIH Capital,,,,,,"GIH Capital, 1st Floor, , Hilltop House Building, No:14, , 16th Lane,",Colombo 03,,,,,,,,,,,dil,0.00,0.00,0,,,,,0,NBT 1%,Tax,1,
800004A8-1568182037,GLC,GLC,GLC,,,,,,"GLC, NO 1/1, Mile post avenue,",,Mile,,,,,,,,,,AD,0.00,0.00,0,,,,,0,VAT15%,Tax,1,
80000079-1238680048,GLOBAL AND DESIGNING,GLOBAL AND DESIGNING,GLOBAL AND DESIGNING,,,,,,"GLOBAL AND DESIGNING, 280 NEW GALLE RD, MORATUWA",,,,,,,,,,,,,0.00,0.00,0,GLOBAL,,,,0,,,1,
80000078-1238680048,GLOBAL COPY BUREUY,GLOBAL COPY BUREUY,GLOBAL COPY BUREUY,,,,,,"GLOBAL COPY BUREUY, 399 GALLE ROAD COLOMBO 04",,,,,,,,,,,,,0.00,0.00,0,GLO,,,,0,,,1,
800004EE-1601267261,Global Ehsan Relief,Global Ehsan Relief,,,,,,,"Global Ehsan Relief - Sri Lanka, Abdul Majeed Road ,",Kinniya-04,,,,,,,,,,,AD,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000344-1484022900,Global IT Works,Global IT Works,,,,,,,"Global IT Works, 22 B 3/3, School Avanue",Dehiwala.,,,,,,,,,,,L,0.00,0.00,0,,,,,0,VAT15%,Tax,1,
80000438-1537169428,Global Parcel Delivery (Pvt) Ltd,Global Parcel Delivery (Pvt) Ltd,,,,,,,"Global Parcel Delivery (Pvt) Ltd, No 316, K. Cyril .C. Perera mawatha",,K. Cyril .C.,,,,,,,,,,L,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800004E7-1598612371,Global Technologies,Global Technologies,Global Technologies,,,,,,"Global Technologies, No 30 , High Level Plaza, , Delkanda,",Nugegoda,,,,,,,,,,,AD,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
8000052B-1705724281,Globaltec Limited,Globaltec Limited,,,,,,,"Globaltec Limited, Unit 2A , 17/F, Glenealy Tower, , No.01 Glenealy, Central,",Hong Kong.,,,,,,,,,,,,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000077-1238680048,GLOBE AIR,GLOBE AIR,GLOBE AIR,PRIYANTHA/ DILRANI,,2577246,,,"PRIYANTHA/ DILRANI, GLOBE AIR, 466, GALLE ROAD,",COLOMBO 03,,,,,,,,,,,,0.00,0.00,0,GL,,,,0,,,1,
8000037B-1494836405,Globe Glaass (Pvt) Ltd,Globe Glaass (Pvt) Ltd,,,,,,,"Globe Glass (Pvt) Ltd, No 68, Sangamiththa Mawatha,",Colombo 13,,,,,,,,,,,AD,0.00,0.00,0,,,,,0,VAT15%,Tax,1,
800001B3-1282191783,Globe Knitting,Globe Knitting,Globe Knitting Pvt Ltd.,,,,,,"GLOBE KNITTING (PVT) LTD., , P.O. Box 01, , Kadawala 11264,",Dunagaha.,,,,,,,,,,Due on receipt,SS,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
800002A4-1418281627,Globe Mirror Industries (pvt) Ltd,Globe Mirror Industries (pvt) Ltd,Globe Mirror Industries (pvt) Ltd,,,0112-345151,,0112-345152,"Globe Mirror Industries (pvt) Ltd, No:89, , Prince Street,",Colombo 11.,,,,,,,,,,,dil,0.00,0.00,0,,,,,0,Non VAT,...,1,
8000007A-1238680048,GLOBLE NETWORK,GLOBLE NETWORK,GLOBLE NETWORK,,,,,,"GLOBLE NETWORK, 7B, RAWATHAWATTA",MORATUWA,,,,,,,,,,,,0.00,0.00,0,GLOBLE,,,,0,,,1,
8000020A-1326183018,GLPL,GLPL,Greenwich Lanka (Pvt) Ltd,,,,,,"Greenwich Lanka (Pvt) Ltd., Lvl 2, No 451, Galle Road,",,No 451,,,Greenwich Lanka (Pvt) Ltd.,,No 451,,,,Due on receipt,RZ,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000192-1263734103,GP Garments,GP Garments,GP Garments Pvt Ltd.,,,0362231825,,0362231685,"G.P GARMENTS (PVT) LTD., , CV Goonerethne Intl. Idus. Park, , Seethawaka,",Avissawella.,,,,GP Garments Pvt Ltd.,Avissawella,,,,,Due on receipt,dil,0.00,0.00,0,,,,,0,NBT 1%,Tax,1,
800004C3-1579691968,Grace Lanka Apperals (Pvt) Ltd,Grace Lanka Apperals (Pvt) Ltd,Grace Lanka Apperals (Pvt) Ltd,,,,,,"Grace Lanka Apperals (Pvt) Ltd, No- 83/15, Angulana Station Road, , Angulana,",Moratuwa,,,,,,,,,,,AD,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
8000049A-1565327779,GREEN ENGINEERTNG SYSTEM (PVT) LIMITED,GREEN ENGINEERTNG SYSTEM (PVT) LIMITED,GREEN ENGINEERTNG SYSTEM (PVT) LIMITED,,,,,,"GREEN ENGINEERTNG SYSTEM (PVT) LIMITED, No 255/ B, Wedamulla Lane, , Waragoda,",Kelaniya.,,,,,,,,,,,L,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000389-1497415282,Greenwave Technologies,Greenwave Technologies,,,,,,,"Greenwave Technologies, N0 142/31, Jenson Gardens, , Nedimaala,",Dehiwala.,,,,,,,,,,,AD,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
80000086-1238680049,H. S. AMARASINGHE,H. S. AMARASINGHE,H. S. AMARASINGHE,,,,,,H. S. AMARASINGHE,,,,,,,,,,,,,0.00,0.00,0,HS,,,,0,,,1,
800004CD-1583471892,Haat Holdings (Pvt) Ltd,Haat Holdings (Pvt) Ltd,Haat Holdings (Pvt) Ltd,,anjana@activelk.com,,,,"Haat Holdings (Pvt) Ltd, 240, B1A, High Level Road",,"B1A, High",,,,,,,,,,A,230950.00,230950.00,0,,,,,0,Non VAT,Tax,1,
8000036D-1490863241,Haggai Tourist Bangalow,Haggai Tourist Bangalow,,,,,,,"Haggai Tourist Bangalow, No 20, Halgaswatte Lane",Colombo 06,,,,,,,,,,,L,0.00,0.00,0,,,,,0,VAT15%,Tax,1,
800003E3-1514365071,Halcyon House Colombo,Halcyon House Colombo,,,,,,,"Halcyon House Colombo, No 42/3, Lester James Pieris Mawatha,",,Lester James,,,,,,,,,,AD,1620.00,1620.00,0,,,,,0,VAT 8%,Tax,1,
800004F0-1601873216,Haleys Business solution (Pvt) Ltd,Haleys Business solution (Pvt) Ltd,,,,,,,"Hayleys Business Solution, International, 25, Foster lane,",Colombo – 10,,,,,,,,,,,A,0.00,0.00,0,,,,,0,Non VAT,Tax,1,
8000007D-1238680048,HAMEED,HAMEED,HAMEED,,,,,,"HAMEED, 20/6, 2ND LANE, , KOSWATTHA,",RAJAGIRIYA.,,,,,,,,,,,,0.00,0.00,0,HAMEED,,,,0,,,1,
80000289-1406544069,Hameedia Stores (Pvt)Ltd,Hameedia Stores (Pvt)Ltd,Hameedia Stores (Pvt)Ltd,,purchasing@hameedia.lk,0112-621000,,0112-623411,"Hameedia Stores (Pvt)Ltd, No:09, , Dharmashrama Mawatha, , Borupana,",Ratmalana,,,,,,,,,,,E,0.00,0.00,0,,,,,0,Non VAT,...,1,
8000007E-1238680048,HANDS INTERNATINAL (PVT) LTD,HANDS INTERNATINAL (PVT) LTD,HANDS INTERNATINAL (PVT) LTD,,,"2508889, 2593384-6",,,"HANDS INTERNATIONAL (PVT) LTD, NO.9, RAMYA ROAD,",COLOMBO 4,,,,,,,,,,Due on receipt,Har,0.00,0.00,0,HANDS,,,,0,VAT,VAT,1,
8000007B-1238680048,HANNY DIGITAL CENTER,HANNY DIGITAL CENTER,HANNY DIGITAL CENTER,,,,,,"HANNY DIGITAL CENTER, 75/1/1 SRI SUMATISSA MAWATHA",COLOMBO 12,,,,,,,,,,,,0.00,0.00,0,HA,,,,0,,,1,
80000424-1529555116,Harbour Village,Harbour Village,Harbour Village,,,,,,"Harbour Village, No.278, Union Place, , Colombo 02",VAT No,,174724288-700,,Harbour Village,Colombo 02,,,,End User,,N,0.00,0.00,0,,,,,0,Non VAT,Non,1,
80000530-1737109671,Harsh  Perera,Harsh  Perera,,,,,,,"Harsh  Perera, No.255, , Gonamadiththa Road,",Kasbewa.,,,,,,,,,,,AD,201780.00,201780.00,0,,,,,0,Non VAT,Tax,1,
